corridor_id,camera_id,vehicle_id,from_frame,to_frame,from_camera,to_camera,description,class
3,c033,104,3248.0,3286.0,c029,c034,black jeep wrangler,2
3,c033,94,3279.0,3302.0,c034,c029,black jeep suv,2
3,c033,105,3291.0,3333.0,c029,c034,white jeep suv,2
3,c033,106,3319.0,3350.0,c029,c034,white jeep wrangler,2
3,c033,95,3319.0,3340.0,c034,c029,white chevy suv,2
3,c033,96,3350.0,3373.0,c034,c029,black dodge minivan,2
3,c033,108,3373.0,3404.0,c029,c034,black chevy suv,2
3,c034,6,69.0,89.0,c033,c034,gold chevy sedan,2
3,c034,7,114.0,130.0,c033,c034,orange bug,2
3,c034,114,145.0,159.0,c033,c034,black sedan,2
3,c034,112,170.0,193.0,c034,c033,red audi sedan,2
3,c034,113,205.0,235.0,c034,c033,red toyota suv,2
3,c034,178,254.0,291.0,c034,c033,blue mazda sedan,2
3,c034,117,309.0,354.0,c034,c033,green big bus,7
3,c034,116,354.0,453.0,c034,c033,silver chrysler sedan,2
3,c034,4,354.0,,c034,,black jeep suv,2
3,c034,2,371.0,484.0,c034,c033,black mistu suv,2
3,c034,11,,378.0,,c034,white ford pickup,2
3,c034,118,401.0,559.0,c034,c033,white honda sedan,2
3,c034,13,453.0,468.0,c033,c034,white lincoln suv,2
3,c034,123,487.0,505.0,c033,c034,white honda suv,2
3,c034,119,487.0,612.0,c034,c033,white chrystler sedan,2
3,c034,179,487.0,512.0,c034,c033,white toyota hatchback,2
3,c034,122,532.0,559.0,c034,c033,black ram pickup,2
3,c034,15,562.0,575.0,c033,c034,silver pontiac sedan,2
3,c034,8,575.0,704.0,c034,c033,blue ford suv,2
3,c034,9,575.0,674.0,c034,c033,white ford sedan,2
3,c034,17,581.0,600.0,c033,c034,dark gray volkswagen sedan,2
3,c034,126,600.0,612.0,c033,c034,black nissan suv,2
3,c034,124,633.0,770.0,c034,c033,silver toyota sedan,2
3,c034,20,661.0,674.0,c033,c034,red chrystler minivan,2
3,c034,125,682.0,825.0,c034,c033,white work van,2
3,c034,22,707.0,728.0,c033,c034,red dodge minivan,2
3,c034,23,757.0,770.0,c033,c034,gray ram sedan,2
3,c034,127,784.0,918.0,c034,c033,black nissan suv,2
3,c034,24,810.0,827.0,c033,c034,red mistubishi sedan,2
3,c034,180,825.0,998.0,c034,c033,white kia suv,2
3,c034,25,1348.0,1399.0,c034,c033,black mistubishi sedan,2
3,c034,181,880.0,1063.0,c034,c033,gray jeep suv,2
3,c034,26,884.0,896.0,c033,c034,green dirty minivan,2
3,c034,129,896.0,907.0,c033,c034,black ram pickup,2
3,c034,14,935.0,1153.0,c034,c033,white jeep suv,2
3,c034,28,973.0,1001.0,c033,c034,brown chevy pickup,2
3,c034,131,1001.0,1013.0,c033,c034,white ford suv,2
3,c034,16,1050.0,1153.0,c034,c033,black mercury sedan,2
3,c034,133,1063.0,1078.0,c033,c034,gray chevy suv,2
3,c034,135,1078.0,1096.0,c033,c034,black ford sedan,2
3,c034,21,1102.0,1124.0,c034,c033,black ford suv,2
3,c034,18,1106.0,1214.0,c034,c033,white chevy suv,2
3,c034,33,1124.0,1136.0,c033,c034,gray chevy pickup with stuff,2
3,c034,132,1170.0,1246.0,c034,c033,white kia sedan,2
3,c034,19,1177.0,1274.0,c034,c033,black honda suv,2
3,c034,134,1198.0,1301.0,c034,c033,white chevy pickup,2
3,c034,36,1226.0,1246.0,c033,c034,white work pickup,2
3,c034,38,1252.0,1266.0,c033,c034,white chevy minivan,2
3,c034,182,1266.0,1348.0,c034,c033,red honda suv,2
3,c034,136,1282.0,1296.0,c033,c034,silver subaru sedan,2
3,c034,42,1366.0,1381.0,c033,c034,gray honda sedan,2
3,c034,43,1386.0,1399.0,c033,c034,blue chrystler minivan,2
3,c034,27,1392.0,1453.0,c034,c033,silver subaru wagon,2
3,c034,183,1396.0,1411.0,c033,c034,blue dodge pickup,2
3,c034,29,1415.0,1446.0,c034,c033,green big bus,7
3,c034,30,1442.0,1497.0,c034,c033,white chevy sedan,2
3,c034,45,,1462.0,,c034,silver audi sedan,2
3,c034,47,,1472.0,,c034,gray nissan wagon,2
3,c034,139,1531.0,1564.0,c034,c033,black mustang,2
3,c034,32,1531.0,1564.0,c034,c033,silver subaru wagon,2
3,c034,143,1533.0,1552.0,c033,c034,white mazda suv,2
3,c034,144,1540.0,1559.0,c033,c034,silver ford car,2
3,c034,51,1552.0,1562.0,c033,c034,black mazda sedan,2
3,c034,34,1602.0,1643.0,c034,c033,white buick suv,2
3,c034,52,1604.0,1620.0,c033,c034,black chevy pickup,2
3,c034,55,1677.0,1688.0,c033,c034,black gmc suv,2
3,c034,37,1693.0,1728.0,c034,c033,black chevy sedan,2
3,c034,39,1718.0,1760.0,c034,c033,gray sedan,2
3,c034,56,1724.0,1739.0,c033,c034,silver sedan,2
3,c034,41,1789.0,1816.0,c034,c033,white jeep wrangler,2
3,c034,145,1789.0,1807.0,c034,c033,white mitsu sedan,2
3,c034,58,1798.0,,c033,,black suv,2
3,c034,146,1820.0,1844.0,c034,c033,red wagon,2
3,c034,142,1849.0,1896.0,c034,c033,white toyota suv,2
3,c034,44,1882.0,1910.0,c034,c033,black honda suv,2
3,c034,35,1882.0,1975.0,c034,c033,black volkswagen suv,2
3,c034,59,1885.0,1900.0,c033,c034,red chrystler sedan,2
3,c034,148,1903.0,1921.0,c033,c034,black toyota sedan,2
3,c034,46,1921.0,1955.0,c034,c033,silver honda suv,2
3,c034,40,1921.0,2032.0,c034,c033,gray honda fit,2
3,c034,150,1962.0,1973.0,c033,c034,black ford suv,2
3,c034,147,1973.0,2032.0,c034,c033,blue volvo sedan,2
3,c034,60,2400.0,2432.0,c034,c033,red chevy suv,2
3,c034,151,1991.0,2006.0,c033,c034,white chevy van,2
3,c034,48,2006.0,2092.0,c034,c033,silver chrystler minivan,2
3,c034,184,2015.0,2037.0,c033,c034,white sprinter van,2
3,c034,49,2032.0,2157.0,c034,c033,red dodge suv,2
3,c034,152,2040.0,2051.0,c033,c034,black gmc suv,2
3,c034,154,2047.0,2061.0,c033,c034,white range rover,2
3,c034,185,2059.0,2073.0,c033,c034,gray beat up sedan,2
3,c034,50,2065.0,2231.0,c034,c033,blue ram minivan,2
3,c034,149,2073.0,2114.0,c034,c033,black jeep suv,2
3,c034,69,2104.0,2121.0,c033,c034,red buick suv,2
3,c034,157,2118.0,2132.0,c033,c034,white jeep suv,2
3,c034,53,2121.0,2231.0,c034,c033,red jeep suv,2
3,c034,155,2143.0,2153.0,c033,c034,silver jeep suv,2
3,c034,153,2188.0,2333.0,c034,c033,silver chevy sedan,2
3,c034,156,2194.0,2206.0,c033,c034,gold chevy suv,2
3,c034,72,2213.0,2227.0,c033,c034,black honda suv,2
3,c034,57,2259.0,2333.0,c034,c033,white chevy pickup,2
3,c034,75,2292.0,2309.0,c033,c034,black toyota sedan,2
3,c034,158,2350.0,2367.0,c033,c034,red dodge pickup,2
3,c034,78,2397.0,2410.0,c033,c034,gray chevy suv,2
3,c034,62,2410.0,2432.0,c034,c033,white toyota suv,2
3,c034,80,2420.0,2432.0,c033,c034,white honda sedan,2
3,c034,63,2438.0,2518.0,c034,c033,purple toyota suv,2
3,c034,65,2457.0,2580.0,c034,c033,purple buick sedan,2
3,c034,81,2506.0,2521.0,c033,c034,white chevy pickup,2
3,c034,67,2548.0,2580.0,c034,c033,red chrystler sedan,2
3,c034,68,2559.0,2635.0,c034,c033,blue ford pickup,2
3,c034,186,2570.0,2580.0,c033,c034,big green bus,7
3,c034,83,2609.0,2625.0,c033,c034,silver honda fit,2
3,c034,86,2662.0,2679.0,c033,c034,red dodge minivan,2
3,c034,161,2662.0,2696.0,c034,c033,white chevy suv,2
3,c034,162,2683.0,2727.0,c034,c033,silver buick sedan,2
3,c034,88,2689.0,2705.0,c033,c034,gray subaru sedan,2
3,c034,70,2705.0,2796.0,c034,c033,white ford sedan,2
3,c034,163,2740.0,2843.0,c034,c033,black ford suv,2
3,c034,165,2750.0,2765.0,c033,c034,black ford pickup,2
3,c034,74,2754.0,2790.0,c034,c033,gray hyundai sedan,2
3,c034,164,2796.0,2845.0,c034,c033,white ford pickup,2
3,c034,92,2834.0,2847.0,c033,c034,black toyota suv,2
3,c034,76,2852.0,2955.0,c034,c033,gold toyota minivan,2
3,c034,77,2852.0,2896.0,c034,c033,white chevy suv,2
3,c034,93,2857.0,2871.0,c033,c034,dirty jeep,2
3,c034,173,2857.0,2871.0,c033,c034,silver suv,2
3,c034,79,2875.0,2955.0,c034,c033,black jeep suv,2
3,c034,169,2928.0,2945.0,c033,c034,blue chrysler minivan,2
3,c034,171,2955.0,2975.0,c033,c034,black jeep suv,2
3,c034,172,2959.0,2979.0,c033,c034,white buick sedan,2
3,c034,168,3023.0,3061.0,c034,c033,blue minivan,2
3,c034,97,3038.0,3049.0,c033,c034,silver chevy suv,2
3,c034,170,3052.0,3169.0,c034,c033,black sedan,2
3,c034,174,3055.0,3070.0,c033,c034,red honda suv,2
3,c034,167,3066.0,3098.0,c034,c033,black mazda suv,2
3,c034,98,3115.0,3129.0,c033,c034,black dodge sedan,2
3,c034,100,3129.0,3142.0,c033,c034,white honda fit,2
3,c034,85,3149.0,3184.0,c034,c033,white chevy pickup,2
3,c034,187,3199.0,3212.0,c033,c034,green subaru wagon,2
3,c034,90,3205.0,3234.0,c034,c033,black honda suv,2
3,c034,102,3226.0,3238.0,c033,c034,black honda sedan,2
3,c034,91,3238.0,3264.0,c034,c033,black gmc suv,2
3,c034,104,3244.0,3256.0,c033,c034,black jeep wrangler,2
3,c034,105,3290.0,3306.0,c033,c034,white jeep suv,2
3,c034,106,3316.0,3325.0,c033,c034,white jeep wrangler,2
3,c034,175,3338.0,3360.0,c034,c033,black volkswagen sedan,2
3,c034,176,3338.0,3377.0,c034,c033,gray nissan sedan,2
3,c034,177,3353.0,,c034,,black hyundai suv,2
3,c034,108,3369.0,3385.0,c033,c034,black chevy suv,2
3,c034,94,3393.0,,c034,,black jeep suv,2
